01001=AGAWAM, MA
04555=NOBLEBORO, ME
04556=EDGECOMB, ME
04558=PEMAQUID, ME
04562=PHIPPSBURG, ME
04563=CUSHING, ME
04564=ROUND POND, ME
04565=SEBASCO ESTATES, ME
04567=SMALL POINT, ME
04568=SOUTH BRISTOL, ME
04570=SQUIRREL ISLAND, ME
04571=TREVETT, ME
04572=WALDOBORO, ME
04573=WALPOLE, ME
04574=WASHINGTON, ME
04576=WEST SOUTHPORT, ME
04578=WISCASSET, ME
04579=WOOLWICH, ME
04605=ELLSWORTH, ME
04606=ADDISON, ME
04607=GOULDSBORO, ME
04609=BAR HARBOR, ME
04611=BEALS, ME
04612=BERNARD, ME
04613=BIRCH HARBOR, ME
04614=BLUE HILL, ME
04615=BLUE HILL FALLS, ME
04616=BROOKLIN, ME
04617=BROOKSVILLE, ME
04618=BUCKS HARBOR, ME
04619=CALAIS, ME
04622=CHERRYFIELD, ME
04623=COLUMBIA FALLS, ME
04624=COREA, ME
04626=CUTLER, ME
04627=DEER ISLE, ME
04628=DENNYSVILLE, ME
04630=EAST MACHIAS, ME
04631=EASTPORT, ME
04634=FRANKLIN, ME
04640=HANCOCK, ME
04642=HARBORSIDE, ME
04643=HARRINGTON, ME
04645=ISLE AU HAUT, ME
04648=JONESBORO, ME
04649=JONESPORT, ME
04650=LITTLE DEER ISLE, ME
04652=LUBEC, ME
04653=BASS HARBOR, ME
04654=MACHIAS, ME
04655=MACHIASPORT, ME
04656=MANSET, ME
04657=MEDDYBEMPS, ME
04658=MILBRIDGE, ME
04660=MOUNT DESERT, ME
04661=NORTH BROOKLIN, ME
04666=PEMBROKE, ME
04667=PERRY, ME
04668=PRINCETON, ME
04669=PROSPECT HARBOR, ME
04671=ROBBINSTON, ME
04673=SARGENTVILLE, ME
04676=SEDGWICK, ME
04677=SORRENTO, ME
04678=SOUTH GOULDSBORO, ME
04679=SOUTHWEST HARBOR, ME
04680=STEUBEN, ME
04681=STONINGTON, ME
04683=SUNSET, ME
04684=SURRY, ME
04689=04689, ME
04690=WEST TREMONT, ME
04693=WINTER HARBOR, ME
04694=WOODLAND, ME
04730=HOULTON, ME
04732=ASHLAND, ME
04733=BENEDICTA, ME
04735=BRIDGEWATER, ME
04736=CARIBOU, ME
04737=CLAYTON LAKE, ME
04740=EASTON, ME
04742=FORT FAIRFIELD, ME
04743=FORT KENT, ME
04746=GRAND ISLE, ME
04747=ISLAND FALLS, ME
04749=LILLE, ME
04750=LIMESTONE, ME
04751=LORING AFB, ME
04756=MADAWASKA, ME
04757=MAPLETON, ME
04758=MARS HILL, ME
04760=MONTICELLO, ME
04762=NEW SWEDEN, ME
04763=OAKFIELD, ME
04764=OXBOW, ME
04765=PATTEN, ME
04768=PORTAGE, ME
04769=PRESQUE ISLE, ME
04772=SAINT AGATHA, ME
04773=SAINT DAVID, ME
04774=SAINT FRANCIS, ME
04776=SHERMAN MILLS, ME
04777=SHERMAN STATION, ME
04779=SINCLAIR, ME
04780=SMYRNA MILLS, ME
04781=SOLDIER POND, ME
04783=STOCKHOLM, ME
04785=VAN BUREN, ME
04786=WASHBURN, ME
04787=WESTFIELD, ME
04841=ROCKLAND, ME
04843=CAMDEN, ME
04847=HOPE, ME
04848=ISLESBORO, ME
04849=LINCOLNVILLE, ME
04852=MONHEGAN, ME
04853=NORTH HAVEN, ME
04854=OWLS HEAD, ME
04856=ROCKPORT, ME
04857=SAINT GEORGE, ME
04858=SOUTH THOMASTON, ME
04859=SPRUCE HEAD, ME
04860=TENANTS HARBOR, ME
04861=THOMASTON, ME
04862=UNION, ME
04863=VINALHAVEN, ME
04864=WARREN, ME
04865=WEST ROCKPORT, ME
04901=WINSLOW, ME
04910=ALBION, ME
04911=ANSON, ME
04912=ATHENS, ME
04915=BELFAST, ME
04917=BELGRADE, ME
04918=BELGRADE LAKES, ME
04920=BINGHAM, ME
04921=BROOKS, ME
04922=BURNHAM, ME
04923=CAMBRIDGE, ME
04924=CANAAN, ME
04925=CARATUNK, ME
04927=CLINTON, ME
04928=CORINNA, ME
04929=DETROIT, ME
04930=DEXTER, ME
04932=DIXMONT, ME
04936=EUSTIS, ME
04937=BENTON STATION, ME
04938=FARMINGTON, ME
04941=FREEDOM, ME
04942=WELLINGTON, ME
04943=HARTLAND, ME
04945=JACKMAN, ME
04947=KINGFIELD, ME
04949=LIBERTY, ME
04950=MADISON, ME
04951=MONROE, ME
04952=MORRILL, ME
04953=NEWPORT, ME
04954=NEW PORTLAND, ME
04955=NEW SHARON, ME
04956=NEW VINEYARD, ME
04957=NORRIDGEWOCK, ME
04958=NORTH ANSON, ME
04961=NORTH NEW PORTLA, ME
04962=NORTH VASSALBORO, ME
04963=OAKLAND, ME
04965=PALMYRA, ME
04966=PHILLIPS, ME
04967=PITTSFIELD, ME
04969=PLYMOUTH, ME
04970=RANGELEY, ME
04971=SAINT ALBANS, ME
04973=SEARSMONT, ME
04974=SEARSPORT, ME
04976=SKOWHEGAN, ME
04978=SMITHFIELD, ME
04979=SOLON, ME
04981=STOCKTON SPRINGS, ME
04982=STRATTON, ME
04983=STRONG, ME
04984=TEMPLE, ME
04985=WEST FORKS, ME
04986=THORNDIKE, ME
04987=TROY, ME
04988=UNITY, ME
04989=VASSALBORO, ME
05001=WHITE RIVER JUNC, VT
05032=BETHEL, VT
05033=BRADFORD, VT
05034=BRIDGEWATER, VT
05035=BRIDGEWATER CORN, VT
05036=BROOKFIELD, VT
05037=BROWNSVILLE, VT
05038=CHELSEA, VT
05039=CORINTH, VT
05040=EAST CORINTH, VT
05041=EAST RANDOLPH, VT
05042=RYEGATE, VT
05043=EAST THETFORD, VT
05045=FAIRLEE, VT
05046=GROTON, VT
05048=HARTLAND, VT
05051=NEWBURY, VT
05052=NORTH HARTLAND, VT
05053=NORTH POMFRET, VT
05055=NORWICH, VT
05056=PLYMOUTH, VT
05058=POST MILLS, VT
05060=RANDOLPH, VT
05061=RANDOLPH CENTER, VT
05062=READING, VT
05065=SHARON, VT
05067=SOUTH POMFRET, VT
05068=SOUTH ROYALTON, VT
05069=SOUTH RYEGATE, VT
05070=SOUTH STRAFFORD, VT
05071=SOUTH WOODSTOCK, VT
05072=STRAFFORD, VT
05073=TAFTSVILLE, VT
05075=THETFORD CENTER, VT
05077=TUNBRIDGE, VT
05079=VERSHIRE, VT
05081=WELLS RIVER, VT
05083=WEST FAIRLEE, VT
05084=WEST HARTFORD, VT
05086=WEST TOPSHAM, VT
05089=WINDSOR, VT
05091=WOODSTOCK, VT
05101=BELLOWS FALLS, VT
05141=CAMBRIDGEPORT, VT
05142=CAVENDISH, VT
05143=CHESTER, VT
05146=GRAFTON, VT
05148=BROMLEY MTN, VT
05149=LUDLOW, VT
05150=NORTH SPRINGFIEL, VT
05151=PERKINSVILLE, VT
05152=PERU, VT
05153=PROCTORSVILLE, VT
05154=SAXTONS RIVER, VT
05155=SOUTH LONDONDERR, VT
05156=SPRINGFIELD, VT
05161=WESTON, VT
05201=BENNINGTON, VT
05250=ARLINGTON, VT
05251=DORSET, VT
05252=EAST ARLINGTON, VT
05253=EAST DORSET, VT
05255=MANCHESTER CENTE, VT
05257=NORTH BENNINGTON, VT
05260=NORTH POWNAL, VT
05261=POWNAL, VT
05262=SHAFTSBURY, VT
05301=BRATTLEBORO, VT
05340=BONDVILLE, VT
05341=EAST DOVER, VT
05342=JACKSONVILLE, VT
05343=JAMAICA, VT
05345=NEWFANE, VT
05346=PUTNEY, VT
05350=READSBORO, VT
05352=STAMFORD, VT
05353=TOWNSHEND, VT
05354=VERNON, VT
05355=WARDSBORO, VT
05356=MOUNT SNOW, VT
05358=WEST HALIFAX, VT
05359=WEST TOWNSHEND, VT
05360=WEST WARDSBORO, VT
05361=WHITINGHAM, VT
05362=WILLIAMSVILLE, VT
05363=WILMINGTON, VT
05401=BURLINGTON, VT
05403=SOUTH BURLINGTON, VT
05404=WINOOSKI, VT
05405=UNIV OF VERMONT, VT
05440=ALBURG, VT
05441=BAKERSFIELD, VT
05443=BRISTOL, VT
05444=CAMBRIDGE, VT
05445=CHARLOTTE, VT
05446=COLCHESTER, VT
05447=EAST BERKSHIRE, VT
05448=EAST FAIRFIELD, VT
05450=ENOSBURG FALLS, VT
05452=ESSEX JUNCTION, VT
05454=FAIRFAX, VT
05455=FAIRFIELD, VT
05456=FERRISBURG, VT
05457=FRANKLIN, VT
05458=GRAND ISLE, VT
05459=HIGHGATE CENTER, VT
05461=HINESBURG, VT
05462=HUNTINGTON, VT
05463=ISLE LA MOTTE, VT
05464=SMUGGLERS NOTCH, VT
05465=JERICHO CENTER, VT
05468=MILTON, VT
05471=MONTGOMERY CENTE, VT
05472=NEW HAVEN, VT
05473=NORTH FERRISBURG, VT
05474=NORTH HERO, VT
05476=RICHFORD, VT
05477=BOLTON VALLEY, VT
05478=SAINT ALBANS, VT
05482=SHELBURNE, VT
05483=SHELDON, VT
05486=SOUTH HERO, VT
05487=STARKSBORO, VT
05488=SWANTON, VT
05489=UNDERHILL, VT
05491=VERGENNES, VT
05492=WATERVILLE, VT
05494=WESTFORD, VT
05495=WILLISTON, VT
05602=MONTPELIER, VT
05640=ADAMANT, VT
05641=BARRE, VT
05647=CABOT, VT
05648=CALAIS, VT
05649=EAST BARRE, VT
05650=EAST CALAIS, VT
05651=EAST MONTPELIER, VT
05652=EDEN, VT
05653=EDEN MILLS, VT
05654=GRANITEVILLE, VT
05655=HYDE PARK, VT
05656=JOHNSON, VT
05658=MARSHFIELD, VT
05660=MORETOWN, VT
05661=MORRISVILLE, VT
05663=RIVERTON, VT
05666=NORTH MONTPELIER, VT
05667=PLAINFIELD, VT
05669=ROXBURY, VT
05672=STOWE, VT
05673=WAITSFIELD, VT
05674=SUGARBUSH VALLEY, VT
05675=WASHGTIN, VT
05676=WATERBURY, VT
05677=WATERBURY CENTER, VT
05679=WILLIAMSTOWN, VT
05680=WOLCOTT, VT
05681=WOODBURY, VT
05682=WORCESTER, VT
05701=RUTLAND, VT
05730=BELMONT, VT
05732=HUBBARDTON, VT
05733=BRANDON, VT
05734=BRIDPORT, VT
05735=CASTLETON, VT
05736=CENTER RUTLAND, VT
05737=CHITTENDEN, VT
05738=CUTTINGSVILLE, VT
05739=DANBY, VT
05742=EAST WALLINGFORD, VT
05743=FAIR HAVEN, VT
05744=FLORENCE, VT
05746=GAYSVILLE, VT
05747=GRANVILLE, VT
05748=HANCOCK, VT
05751=KILLINGTON, VT
05753=BREAD LOAF, VT
05757=MIDDLETOWN SPRIN, VT
05758=MOUNT HOLLY, VT
05759=NORTH CLARENDON, VT
05760=ORWELL, VT
05761=PAWLET, VT
05762=PITTSFIELD, VT
05763=PITTSFORD, VT
05764=POULTNEY, VT
05765=PROCTOR, VT
05766=RIPTON, VT
05767=ROCHESTER, VT
05769=SALISBURY, VT
05770=SHOREHAM, VT
05772=STOCKBRIDGE, VT
05773=WALLINGFORD, VT
05774=WELLS, VT
05775=WEST PAWLET, VT
05776=WEST RUPERT, VT
05777=WEST RUTLAND, VT
05778=LEICESTER JUNCTI, VT
05819=SAINT JOHNSBURY, VT
05820=ALBANY, VT
05821=BARNET, VT
05822=BARTON, VT
05824=CONCORD, VT
05825=COVENTRY, VT
05826=CRAFTSBURY, VT
05827=CRAFTSBURY COMMO, VT
05828=DANVILLE, VT
05829=DERBY, VT
05830=DERBY LINE, VT
05832=EAST BURKE, VT
05833=EAST CHARLESTON, VT
05836=EAST HARDWICK, VT
05837=EAST HAVEN, VT
05839=GLOVER, VT
05841=GREENSBORO, VT
05842=GREENSBORO BEND, VT
05843=HARDWICK, VT
05845=IRASBURG, VT
05846=ISLAND POND, VT
05847=LOWELL, VT
05850=LYNDON CENTER, VT
05851=LYNDONVILLE, VT
05853=MORGAN CTR, VT
05855=NEWPORT, VT
05857=NEWPORT CENTER, VT
05858=NORTH CONCORD, VT
05859=JAY PEAK, VT
05860=ORLEANS, VT
05862=PEACHAM, VT
05866=SHEFFIELD, VT
05867=SUTTON, VT
05868=TROY, VT
05871=WEST BURKE, VT
05872=WEST CHARLESTON, VT
05873=WEST DANVILLE, VT
05874=WESTFIELD, VT
05875=WEST GLOVER, VT
05901=AVERILL, VT
05902=BEECHER FALLS, VT
05903=CANAAN, VT
05904=GILMAN, VT
05905=GUILDHALL, VT
05906=LUNENBURG, VT
05907=NORTON, VT
06001=AVON, CT
06002=BLOOMFIELD, CT
06010=BRISTOL, CT
06013=BURLINGTON, CT
06016=WINDSORVILLE, CT
06018=CANAAN, CT
06019=CANTON, CT
06020=CANTON CENTER, CT
06021=COLEBROOK, CT
06022=COLLINSVILLE, CT
06023=EAST BERLIN, CT
06024=EAST CANAAN, CT
06026=EAST GRANBY, CT
06027=EAST HARTLAND, CT
06029=ELLINGTON, CT
06031=FALLS VILLAGE, CT
06032=FARMINGTON, CT
06033=GLASTONBURY, CT
06035=GRANBY, CT
06037=BERLIN, CT
06039=LAKEVILLE, CT
06040=MANCHESTER, CT
06043=BOLTON, CT
06051=NEW BRITAIN, CT
06052=NEW BRITAIN, CT
06053=NEW BRITAIN, CT
06057=NEW HARTFORD, CT
06058=NORFOLK, CT
06059=NORTH CANTON, CT
06060=NORTH GRANBY, CT
06062=PLAINVILLE, CT
06063=PLEASANT VALLEY, CT
06065=RIVERTON, CT
06066=VERNON ROCKVILLE, CT
06067=ROCKY HILL, CT
06068=SALISBURY, CT
06069=SHARON, CT
06070=SIMSBURY, CT
06071=SOMERS, CT
06073=SOUTH GLASTONBUR, CT
06074=SOUTH WINDSOR, CT
06076=STAFFORD SPRINGS, CT
06078=SUFFIELD, CT
06081=TARIFFVILLE, CT
06082=ENFIELD, CT
06084=TOLLAND, CT
06085=UNIONVILLE, CT
06088=EAST WINDSOR, CT
06089=WEATOGUE, CT
06090=WEST GRANBY, CT
06092=WEST SIMSBURY, CT
06093=WEST SUFFIELD, CT
06095=WINDSOR, CT
06096=WINDSOR LOCKS, CT
06098=WINSTED, CT
06103=HARTFORD, CT
06105=HARTFORD, CT
06106=HARTFORD, CT
06107=W HARTFORD, CT
06108=EAST HARTFORD, CT
06109=WETHERSFIELD, CT
06110=W HARTFORD, CT
06111=MAPLE HILL, CT
06112=HARTFORD, CT
06114=HARTFORD, CT
06117=W HARTFORD, CT
06118=EAST HARTFORD, CT
06119=W HARTFORD, CT
06120=HARTFORD, CT
06226=WILLIMANTIC, CT
06231=AMSTON, CT
06232=ANDOVER, CT
06234=BROOKLYN, CT
06235=CHAPLIN, CT
06237=COLUMBIA, CT
06238=COVENTRY, CT
06239=DANIELSON, CT
06241=DAYVILLE, CT
06242=EASTFORD, CT
06243=EAST KILLINGLY, CT
06247=HAMPTON, CT
06248=HEBRON, CT
06249=LEBANON, CT
06250=MANSFIELD CENTER, CT
06254=NORTH FRANKLIN, CT
06255=NORTH GROSVENORD, CT
06256=NORTH WINDHAM, CT
06259=POMFRET CENTER, CT
06260=PUTNAM, CT
06262=QUINEBAUG, CT
06264=SCOTLAND, CT
06266=SOUTH WINDHAM, CT
06268=STORRS MANSFIELD, CT
06277=THOMPSON, CT
06278=WARRENVILLE, CT
06279=WEST WILLINGTON, CT
06280=WINDHAM, CT
06281=WOODSTOCK, CT
06282=WOODSTOCK VALLEY, CT
06320=NEW LONDON, CT
06330=BALTIC, CT
06331=CANTERBURY, CT
06333=EAST LYME, CT
06334=BOZRAH, CT
06335=GALES FERRY, CT
06336=GILMAN, CT
06339=LEDYARD, CT
06340=GROTON, CT
06349=GROTON, CT
06351=JEWETT CITY, CT
06353=MONTVILLE, CT
06354=MOOSUP, CT
06355=MYSTIC, CT
06357=NIANTIC, CT
06359=NORTH STONINGTON, CT
06360=NORWICH, CT
06365=PRESTON, CT
06370=OAKDALE, CT
06371=OLD LYME, CT
06374=PLAINFIELD, CT
06375=QUAKER HILL, CT
06377=STERLING, CT
06378=STONINGTON, CT
06379=PAWCATUCK, CT
06380=TAFTVILLE, CT
06382=UNCASVILLE, CT
06384=VOLUNTOWN, CT
06385=WATERFORD, CT
06390=FISHERS ISLAND, NY
06401=ANSONIA, CT
06403=BEACON FALLS, CT
06405=BRANFORD, CT
06409=CENTERBROOK, CT
06410=CHESHIRE, CT
06412=CHESTER, CT
06413=CLINTON, CT
06415=COLCHESTER, CT
06416=CROMWELL, CT
06417=DEEP RIVER, CT
06418=DERBY, CT
06419=KILLINGWORTH, CT
06420=SALEM, CT
06422=DURHAM, CT
06423=EAST HADDAM, CT
06424=EAST HAMPTON, CT
06426=ESSEX, CT
06430=FAIRFIELD, CT
06432=FAIRFIELD, CT
06437=GUILFORD, CT
06438=HADDAM, CT
06441=HIGGANUM, CT
06442=IVORYTON, CT
06443=MADISON, CT
06447=MARLBOROUGH, CT
06450=MERIDEN, CT
06455=MIDDLEFIELD, CT
06457=MIDDLETOWN, CT
06460=MILFORD, CT
06468=MONROE, CT
06469=MOODUS, CT
06470=NEWTOWN, CT
06471=NORTH BRANFORD, CT
06472=NORTHFORD, CT
06473=NORTH HAVEN, CT
06475=OLD SAYBROOK, CT
06477=ORANGE, CT
06478=OXFORD, CT
06479=PLANTSVILLE, CT
06480=PORTLAND, CT
06481=ROCKFALL, CT
06482=SANDY HOOK, CT
06483=SEYMOUR, CT
06484=SHELTON, CT
06488=SOUTHBURY, CT
06489=SOUTHINGTON, CT
06490=SOUTHPORT, CT
06492=WALLINGFORD, CT
06497=STRATFORD, CT
06498=WESTBROOK, CT
06510=NEW HAVEN, CT
06511=NEW HAVEN, CT
06512=EAST HAVEN, CT
06513=EAST HAVEN, CT
06514=HAMDEN, CT
06515=NEW HAVEN, CT
06516=WEST HAVEN, CT
06517=HAMDEN, CT
06518=HAMDEN, CT
06519=NEW HAVEN, CT
06524=BETHANY, CT
06525=WOODBRIDGE, CT
06604=BRIDGEPORT, CT
06605=BRIDGEPORT, CT
06606=BRIDGEPORT, CT
06607=BRIDGEPORT, CT
06608=BRIDGEPORT, CT
06610=BRIDGEPORT, CT
06611=TRUMBULL, CT
06612=EASTON, CT
06702=WATERBURY, CT
06704=WATERBURY, CT
06705=WATERBURY, CT
06706=WATERBURY, CT
06708=WATERBURY, CT
06710=WATERBURY, CT
06712=PROSPECT, CT
06716=WOLCOTT, CT
06750=BANTAM, CT
06751=BETHLEHEM, CT
06752=BRIDGEWATER, CT
06754=WARREN, CT
06755=GAYLORDSVILLE, CT
06756=GOSHEN, CT
06757=KENT, CT
06758=LAKESIDE, CT
06759=LITCHFIELD, CT
06762=MIDDLEBURY, CT
06763=MORRIS, CT
06770=NAUGATUCK, CT
06776=NEW MILFORD, CT
06777=NEW PRESTON MARB, CT
06778=NORTHFIELD, CT
06779=OAKVILLE, CT
06782=PLYMOUTH, CT
06783=ROXBURY, CT
06784=SHERMAN, CT
06785=SOUTH KENT, CT
06786=TERRYVILLE, CT
06787=THOMASTON, CT
06790=TORRINGTON, CT
06791=HARWINTON, CT
06793=WASHINGTON DEPOT, CT
06794=WASHINGTON DEPOT, CT
06795=WATERTOWN, CT
06796=WEST CORNWALL, CT
06798=WOODBURY, CT
06801=BETHEL, CT
06804=BROOKFIELD, CT
06807=COS COB, CT
06810=DANBURY, CT
06811=DANBURY, CT
06812=NEW FAIRFIELD, CT
06820=DARIEN, CT
06830=BYRAM, CT
06831=GREENWICH, CT
06840=NEW CANAAN, CT
06850=NORWALK, CT
06851=NORWALK, CT
06853=NORWALK, CT
06854=NORWALK, CT
06855=NORWALK, CT
06870=OLD GREENWICH, CT
06877=RIDGEFIELD, CT
06878=RIVERSIDE, CT
06880=WESTPORT, CT
06883=WESTON, CT
06896=WEST REDDING, CT
06897=WILTON, CT
06901=STAMFORD, CT
06902=STAMFORD, CT
06903=STAMFORD, CT
06905=RIDGEWAY, CT
06906=STAMFORD, CT
06907=STAMFORD, CT
07001=AVENEL, NJ
07002=BAYONNE, NJ
07003=BLOOMFIELD, NJ
07004=FAIRFIELD, NJ
07005=BOONTON, NJ
07006=WEST CALDWELL, NJ
07008=CARTERET, NJ
07009=CEDAR GROVE, NJ
07010=CLIFFSIDE PARK, NJ
07011=CLIFTON, NJ
07012=CLIFTON, NJ
07013=CLIFTON, NJ
07014=CLIFTON, NJ
07016=CRANFORD, NJ
07017=EAST ORANGE, NJ
07018=EAST ORANGE, NJ
07020=EDGEWATER, NJ
07021=ESSEX FELLS, NJ
07022=FAIRVIEW, NJ
07023=FANWOOD, NJ
07024=FORT LEE, NJ
07026=GARFIELD, NJ
07027=GARWOOD, NJ
07028=GLEN RIDGE, NJ
07029=KEARNY, NJ
07030=HOBOKEN, NJ
07031=NORTH ARLINGTON, NJ
07032=KEARNY, NJ
07033=KENILWORTH, NJ
07034=LAKE HIAWATHA, NJ
07035=LINCOLN PARK, NJ
07036=LINDEN, NJ
07039=LIVINGSTON, NJ
07040=MAPLEWOOD, NJ
07041=MILLBURN, NJ
07042=MONTCLAIR, NJ
07043=MONTCLAIR, NJ
07044=VERONA, NJ
07045=MONTVILLE, NJ
07046=MOUNTAIN LAKES, NJ
07047=NORTH BERGEN, NJ
07050=ORANGE, NJ
07052=WEST ORANGE, NJ
07054=PARSIPPANY, NJ
07055=PASSAIC, NJ
07057=WALLINGTON, NJ
07058=PINE BROOK, NJ
07059=WARREN, NJ
07060=NORTH PLAINFIELD, NJ
07062=NORTH PLAINFIELD, NJ
07063=NORTH PLAINFIELD, NJ
07064=PORT READING, NJ
07065=RAHWAY, NJ
07066=CLARK, NJ
07067=COLONIA, NJ
07068=ROSELAND, NJ
07070=RUTHERFORD, NJ
07071=LYNDHURST, NJ
07072=CARLSTADT, NJ
07073=EAST RUTHERFORD, NJ
07074=MOONACHIE, NJ
07075=WOOD RIDGE, NJ
07076=SCOTCH PLAINS, NJ
07077=SEWAREN, NJ
07078=SHORT HILLS, NJ
07079=SOUTH ORANGE, NJ
07080=SOUTH PLAINFIELD, NJ
07081=SPRINGFIELD, NJ
07082=TOWACO, NJ
07083=UNION, NJ
07087=WEEHAWKEN, NJ
07088=VAUXHALL, NJ
07090=WESTFIELD, NJ
07092=MOUNTAINSIDE, NJ
07093=GUTTENBERG, NJ
07094=SECAUCUS, NJ
07095=WOODBRIDGE, NJ
07102=NEWARK, NJ
07103=NEWARK, NJ
07104=NEWARK, NJ
07105=NEWARK, NJ
07106=NEWARK, NJ
07107=NEWARK, NJ
07108=NEWARK, NJ
07109=BELLEVILLE, NJ
07110=NUTLEY, NJ
07111=IRVINGTON, NJ
07112=NEWARK, NJ
07114=NEWARK, NJ
07201=ELIZABETH, NJ
07202=ELIZABETH, NJ
07203=ROSELLE, NJ
07204=ROSELLE PARK, NJ
07205=HILLSIDE, NJ
07206=ELIZABETH, NJ
07208=ELIZABETH, NJ
07302=JERSEY CITY, NJ
07304=JERSEY CITY, NJ
07305=JERSEY CITY, NJ
07306=JERSEY CITY, NJ
07307=JERSEY CITY, NJ
07310=JERSEY CITY, NJ
07401=ALLENDALE, NJ
07403=BLOOMINGDALE, NJ
07405=KINNELON, NJ
07407=ELMWOOD PARK, NJ
07410=FAIR LAWN, NJ
07416=FRANKLIN, NJ
07417=FRANKLIN LAKES, NJ
07418=GLENWOOD, NJ
07419=HAMBURG, NJ
07420=HASKELL, NJ
07421=HEWITT, NJ
07422=HIGHLAND LAKES, NJ
07423=HO HO KUS, NJ
07424=WEST PATERSON, NJ
07430=MAHWAH, NJ
07432=MIDLAND PARK, NJ
07435=NEWFOUNDLAND, NJ
07436=OAKLAND, NJ
07438=MILTON, NJ
07439=OGDENSBURG, NJ
07440=PEQUANNOCK, NJ
07442=POMPTON LAKES, NJ
07444=POMPTON PLAINS, NJ
07446=RAMSEY, NJ
07450=RIDGEWOOD, NJ
07452=GLEN ROCK, NJ
07456=RINGWOOD, NJ
07457=RIVERDALE, NJ
07458=UPPER SADDLE RIV, NJ
07460=STOCKHOLM, NJ
07461=SUSSEX, NJ
07462=VERNON, NJ
07463=WALDWICK, NJ
07465=WANAQUE, NJ
07470=WAYNE, NJ
07480=WEST MILFORD, NJ
07481=WYCKOFF, NJ
07501=PATERSON, NJ
07502=PATERSON, NJ
07503=PATERSON, NJ
07504=PATERSON, NJ
07505=PATERSON, NJ
07506=HAWTHORNE, NJ
07508=HALEDON, NJ
07512=TOTOWA, NJ
07513=PATERSON, NJ
07514=PATERSON, NJ
07522=PATERSON, NJ
07524=PATERSON, NJ
07601=HACKENSACK, NJ
07603=BOGOTA, NJ
07604=HASBROUCK HEIGHT, NJ
07605=LEONIA, NJ
07606=SOUTH HACKENSACK, NJ
07607=MAYWOOD, NJ
07608=TETERBORO, NJ
07620=ALPINE, NJ
07621=BERGENFIELD, NJ
07624=CLOSTER, NJ
07626=CRESSKILL, NJ
07627=DEMAREST, NJ
07628=DUMONT, NJ
07630=EMERSON, NJ
07631=ENGLEWOOD, NJ
07632=ENGLEWOOD CLIFFS, NJ
07640=HARRINGTON PARK, NJ
07641=HAWORTH, NJ
07642=HILLSDALE, NJ
07643=LITTLE FERRY, NJ
07644=LODI, NJ
07645=MONTVALE, NJ
07646=NEW MILFORD, NJ
07647=ROCKLEIGH, NJ
07648=NORWOOD, NJ
07649=ORADELL, NJ
07650=PALISADES PARK, NJ
07652=PARAMUS, NJ
07656=PARK RIDGE, NJ
07657=RIDGEFIELD, NJ
07660=RIDGEFIELD PARK, NJ
07661=RIVER EDGE, NJ
07662=SADDLE BROOK, NJ
07666=TEANECK, NJ
07670=TENAFLY, NJ
07675=OLD TAPPAN, NJ
07701=SUBURBAN, NJ
07702=SHREWSBURY, NJ
07703=FORT MONMOUTH, NJ
07704=FAIR HAVEN, NJ
07711=ALLENHURST, NJ
07712=OCEAN, NJ
07716=ATLANTIC HIGHLAN, NJ
07717=AVON BY THE SEA, NJ
07718=BELFORD, NJ
07719=WALL, NJ
07720=BRADLEY BEACH, NJ
07721=CLIFFWOOD, NJ
07722=COLTS NECK, NJ
07723=DEAL, NJ
07724=EATONTOWN, NJ
07726=MANALAPAN, NJ
07727=FARMINGDALE, NJ
07728=FREEHOLD, NJ
07730=HAZLET, NJ
07731=HOWELL, NJ
07732=FORT HANCOCK, NJ
07733=HOLMDEL, NJ
07734=KEANSBURG, NJ
07735=KEYPORT, NJ
07737=LEONARDO, NJ
07738=LINCROFT, NJ
07739=LITTLE SILVER, NJ
07740=LONG BRANCH, NJ
07746=MARLBORO, NJ
07747=MATAWAN, NJ
07748=NEW MONMOUTH, NJ
07750=MONMOUTH BEACH, NJ
07751=MORGANVILLE, NJ
07753=NEPTUNE CITY, NJ
07755=OAKHURST, NJ
07756=OCEAN GROVE, NJ
07757=OCEANPORT, NJ
07758=PORT MONMOUTH, NJ
07760=SEA BRIGHT, NJ
07762=SPRING LAKE, NJ
07764=WEST LONG BRANCH, NJ
07801=MINE HILL, NJ
07821=ANDOVER, NJ
07822=AUGUSTA, NJ
07823=BELVIDERE, NJ
07825=BLAIRSTOWN, NJ
07826=BRANCHVILLE, NJ
07827=MONTAGUE, NJ
07828=BUDD LAKE, NJ
07830=CALIFON, NJ
07832=COLUMBIA, NJ
07834=DENVILLE, NJ
07836=FLANDERS, NJ
07838=GREAT MEADOWS, NJ
07840=HACKETTSTOWN, NJ
07843=HOPATCONG, NJ
07847=KENVIL, NJ
07848=LAFAYETTE, NJ
07849=LAKE HOPATCONG, NJ
07850=LANDING, NJ
07851=LAYTON, NJ
07852=LEDGEWOOD, NJ
07853=LONG VALLEY, NJ
07856=MOUNT ARLINGTON, NJ
07857=NETCONG, NJ
07860=FREDON TOWNSHIP, NJ
07863=OXFORD, NJ
07865=PORT MURRAY, NJ
07866=ROCKAWAY, NJ
07869=RANDOLPH, NJ
07871=SPARTA, NJ
07874=STANHOPE, NJ
07876=SUCCASUNNA, NJ
07881=WALLPACK CENTER, NJ
07882=WASHINGTON, NJ
07885=WHARTON, NJ
